Test Result DB
         c        Lc         t
   6.08767   4.96219  14.76573
   6.12866   4.97756  15.60096
   1.03220   4.00098   7.05238
   0.00000   4.54809  19.05894
   0.00000   5.03252   9.93259
   2.97845   9.00000  16.11893
   6.08146   6.91948  17.58286
   4.95716   2.02090  20.03749
   0.95325   3.89595   7.97682
   8.95844   3.83973  15.71953
   8.98286   8.00467  12.89941
   1.98396   8.97622  15.99191
   4.99586   6.90801   7.69457
   8.90460   7.93821  12.69841
   2.01655   8.24312  13.90520
   6.11412   1.89299  13.84948
   5.08112   1.99968  20.07703
   4.00024   3.01824  14.96523
   0.98159   8.19193   8.28547
   2.08534   1.03633  12.96417
   9.03064   3.97576  11.07021
   8.02316   4.90712  16.24754
   9.03060   4.00833  16.09515
   2.95051   1.04582  18.39227
   6.93662   5.89688  17.12451
   5.88186   4.04825  11.43619
   1.05698   3.98370  12.79346
   0.00000   4.65130  16.13181
   1.01589   4.77363  14.30468
   6.79930   8.07380  10.79939
   7.03771   4.95688  15.22429
   1.97978   0.95525  13.42095
   4.03649   1.86068  19.43678
   8.96147   5.02396   4.97216
   0.00000   4.17980   8.04935
   4.96866   9.07542  10.57191
   8.02018   4.03347  19.15675
   3.88450   7.91514  17.96451
   0.00000   4.77626  15.97925
   0.91976   7.40794   2.30731
   1.15620   7.11923  10.06408
   0.96771   8.17349   8.29698
   5.03686   7.43490   5.11949
   8.12744   4.97548  19.99248
   2.94812   3.04771  16.71629
   3.03576   3.07933  12.64321
   3.89892   6.08661  14.08772
   4.84712   4.99179  14.36402
   8.57880   7.79535  17.00640
   0.01564   3.68455   5.61704
   9.02159   6.06504   7.99020
   2.90710   1.99641   6.57713
   0.00000   5.42028  15.04853
   0.00000   4.19310   7.90335
   5.92770   4.05755   7.19683
   2.06393   0.95648  12.89412
   6.18091   5.89669   8.75475
   5.02228   6.03271   7.70346
   4.82331   7.33354   5.19036
   0.96372   7.87307  19.12894
   7.94264   3.03248  12.96696
   4.00556   2.02998  16.47120
   2.98483   2.97391  16.11383
   0.00000   4.81874  10.89312
   8.93401   6.02687   9.16741
   8.98473   5.01481  17.95111
   2.97412   7.09147  14.95367
   0.97565   8.27581  10.84021
   1.03995   2.89442  13.04642
   5.04483   4.01305   6.19944
   0.00000   4.02362   5.00102
   4.89162   3.89533   6.05893
   3.99708   7.04623   9.92820
   2.00370   5.75240   5.53233
   0.00000   4.32994  17.96788
   7.86608   6.01292   5.24350
   1.20397   2.77912   7.43736
   3.91976   4.00342   4.41878
   2.04195   3.08791  13.09810
   0.00000   4.48464  12.02453
   0.00000   4.54287  20.06755
   1.00073   2.16276  13.06774
   5.90733   4.88251   2.16385
   4.97587   8.28279   8.35166
   2.97730   6.95301  11.25163
   2.00429   5.87475   8.64436
   4.09634   5.91951  18.03941
   6.06567   5.85634   5.83916
   2.94328   8.18814  19.43516
   1.02315   7.86879   4.23949
   1.95877   4.87078  12.14636
   2.17421   8.03436  14.85990
   5.89281   6.10908  14.24657
   6.08251   4.98190  15.92349
   0.96771   4.29220  11.66520
   8.80577   5.90484   4.74824
   7.95990   5.90346  13.99758
   7.00208   3.97990  13.07923
   4.94164   6.89837   8.59019
   5.06574   5.74933   5.62277
   3.05228   5.94956  17.10288
   7.06056   1.92743  17.46728
   4.10302   1.99997  17.12201
   8.41803   6.69563   3.83984
   5.63679   3.81643   7.89133
   0.00000   4.52153  20.07559
   2.99891   1.09168  18.33930
   4.99338   7.69023   3.55587
   6.07290   5.92312  14.86905
   3.07090   7.62115  16.78285
   0.00000   4.66765  13.91731
   4.90596   6.85672   8.91783
   4.00545   3.97919   8.86244
   6.04268   3.05193  18.62019
   4.84162   7.85659  15.57985
   2.97221   1.94266   7.00205
   1.96546   5.08644  19.36603
   0.00000   4.54628  18.93981
   2.95736   5.98895  17.74660
   0.00000   4.77572   9.11839
   7.95744   3.81717  20.12955
   0.00000   4.48608  11.98570
   8.88640   9.02847  12.71342
   2.81260   7.02219  14.76950
   1.12723   9.05589  15.08289
   4.17022   1.74458  19.60142
   3.91905   7.18179   1.94062
   8.20273   6.90282   3.57793
   5.52584   7.88431   5.94115
   2.60384   8.28638   4.08145
   1.67684   7.61929  14.48213
   7.08237   7.01181  19.03121
   0.00000   5.04389   9.94873
   9.04937   5.02548   3.52919
   0.00000   3.95091   4.99134
   9.01428   4.99030   8.01999
   7.00436   5.00124   8.93413
   3.92262   0.97842  16.34866
   0.00000   4.75313  16.04481
   8.95556   2.90436  10.47765
   5.93166   3.09612  19.78149
   6.03187   1.99017  10.05465
   5.25540   8.11871  11.02963
   2.96043   4.98620   9.86964
   7.00068   8.07182  12.82201
   2.14532   8.97842   8.99484
   0.00000   4.48250  11.88143
   3.02132   1.90508  12.70016
   0.00000   4.75500  15.99723
   0.96610   4.18855   7.83013
   1.10060   4.87501  14.82154
   5.97100   5.97537  19.75204
   3.01270   3.22672  11.62850
   4.95199   5.14089   4.33487
   0.00000   4.63486  13.94307
   3.08894   8.97618  14.13041
   0.00000   4.32595   4.36039
   4.99936   5.01041   8.93329
   2.01072   9.02456   8.57340
   2.09429   6.85385  17.04057
   4.04093   3.19811   3.45392
   5.92056   4.04592  12.89964
   8.83525   2.91552  15.41003
   7.86123   3.05458  12.81394
   1.18039   3.86335   6.57134
   3.07740   3.95804  19.02519
   0.82209   1.91495  19.73599
   4.96468   7.01197   9.01637
   6.02637   3.98494  10.71232
   4.97748   4.06486  12.31744
   3.00276   7.16261  14.81188
   6.89339   1.95340  17.68383
   1.05064   3.32340   6.26413
   4.93083   4.00061   7.14170
   1.01308   2.01852  10.06783
   0.00000   4.55544  20.04666
   1.95400   2.04904  18.07725
   8.86215   2.91244  15.56744
   4.60377   7.13850   6.56999
   5.29212   8.48630  11.98842
   0.00000   4.68662   8.98227
   0.93341   1.58891  20.24647
   3.02115   3.97188  15.20110
   1.99930   8.91868   8.69487
   1.99642   1.00897  12.75099
   5.74816   8.84378   9.17399
   1.90371   2.16697   2.94776
   0.00000   4.77572   9.11839
   8.89584   6.07790   7.21378
   0.00000   4.75313  16.04481
   0.90952   2.99031  18.88861
   4.16689   3.81336   4.45079
   6.86913   6.06039   5.88602
   7.00978   4.00628  14.97578
   2.09282   7.91617  11.72577
   8.05484   3.99925   4.74571
   0.00000   3.99901   5.19302
   0.88185   2.97922  17.23016
   8.22813   4.01758   6.55015
   1.02341   3.16350  10.36676
   2.07795   6.96643  13.03728
   4.00625   3.99776  16.47524
   2.13895   7.77331  19.51579
   6.10950   9.03918  10.31337
   4.98828   2.62091   8.37657
   4.05374   6.84113  14.82578
   2.83201   4.94189  16.62701
   1.97098   3.08613  13.96669
   6.98766   4.01026  14.91112
   9.08624   4.03047  20.01426
   0.95658   2.20502  13.91306
   6.08221   2.09080  20.26838
   4.86109   5.01978  14.04282
   2.00624   5.88629  14.16129
   1.09984   6.39069   9.73863
   3.88041   6.94039  19.97749
   5.98820   7.01830  17.99295
   5.96548   2.96293   5.44306
   1.07898   6.13158  16.93908
   0.00000   4.75375  15.99440
   2.02951   5.98813  18.37906
   8.02898   3.00124  15.30305
   4.02023   4.06904  19.70987
   2.11487   8.03448  14.73504
   2.90807   7.11894  14.91552
   0.98199   3.77213   6.97474
   1.89885   8.27838  13.69121
   0.00000   3.94067   4.73193
   4.99546   8.04130  19.12475
   1.14449   6.68440   1.96798
   7.13952   7.77953  13.26399
   0.00000   5.41619  15.02318
   4.83284   7.30853   5.47166
   8.05643   5.96058   3.29258
   5.93297   4.96778  13.92399
   6.26429   7.00048   6.08600
   5.70740   7.97163  12.92525
   6.30658   7.05781   6.82740
   3.04331   5.12957  10.48193
   9.04749   2.98886  15.26082
   4.95142   4.03151   7.62331
   2.02793   5.70385  14.68585
   0.95812   6.96940  12.04964
   7.00820   1.96222  12.08282
   6.77478   4.03225  10.99503
   3.93065   3.94623  19.53101
   0.00000   4.79533  10.81915
   4.13518   4.03940   9.62941
   8.98151   4.94749  10.77111
   8.08149   6.00825   8.67165
   6.94879   5.97858   5.02301
   9.00563   3.02057  15.21128
   8.75098   6.04801   4.36020
   0.00000   4.81920  12.99669
   0.00000   4.55012  19.09212
   5.01667   6.01020   7.16277
   5.03204   7.03624  10.98944
   1.97572   7.75255   6.96769
   6.94923   7.15974   3.92935
   0.89275   7.76626  14.63697
   8.95470   1.04288  13.43352
   8.18008   2.04109  15.11805
   8.18293   5.96836   7.92546
   0.00000   5.27174   1.91890
   1.12969   3.75342   2.77346
   0.00000   4.17357   8.09584
   2.95646   5.92721  17.81095
   0.98410   0.96204  12.95023
   1.00397   8.02142   7.86564
   4.13408   2.04914  17.09078
   1.91995   7.97421   5.47569
   3.99794   0.99718  16.15091
   4.13867   9.05882  19.13844
   3.03522   7.11209   2.74341
   9.00029   4.99097  16.90526
   5.73555   0.96163   8.88926
   2.02264   5.94160  13.02381
   9.00303   3.95492  15.90315
   1.01784   9.05473  17.55925
   3.04656   5.03154  10.37776
   3.01944   1.96692   9.70574
   3.90792   4.82534  19.35266
   7.97919   4.96346  13.97480
   8.97826   2.95112  10.64558
   6.01858   6.87298   8.59709
   4.05155   3.03619  17.68211
   0.00000   4.29678  18.03609
   7.06277   6.96278   6.04214
   5.96396   6.98275  10.81389
   9.01246   3.95072  20.12299
   0.00000   5.38709  14.91271
   9.03123   3.94873  16.16065
   4.83121   8.12196  19.28546
   4.28973   8.25083  14.55007
   7.92754   8.01546  16.52259
   6.09811   3.08696  19.44626
   7.03365   1.93393  17.54997
   8.95322   2.94483  14.98015
   7.13000   6.92133  19.47511
   1.95959   5.84830  15.01919
   0.00000   4.62826  19.80746
   5.93459   5.10273   4.78035
   1.03801   8.79663   5.15386
   5.94594   3.00156   9.42438
   0.96623   3.69260   6.99782
   0.00000   3.94719   4.90468
   3.96076   3.96467  14.88339
   1.00591   1.03113  17.19354
   1.00880   3.96980  14.06194
   4.12894   5.98798   5.41328
   3.06421   7.84240  15.15741
   1.93243   3.98420  15.42036
   2.79024   8.79162  10.83490
   0.00000   4.82947  12.84987
   1.01155   4.97856  20.04309
   2.06088   1.86595  18.76270
   0.00000   4.70247  16.07791
   8.13321   3.96210   6.87684
   2.97045   6.00773  10.15414
   7.94195   3.96955   9.29523
   0.89211   4.19241  13.02617
   1.03395   4.09197  11.86671
   4.92341   7.02406  14.10425
   9.01987   3.20589   9.61471
   0.99491   3.00389  12.90566
   7.95512   6.01207  14.19316
   2.99975   1.11009  18.19372
   6.25973   3.12344  19.71177
   0.00000   5.39307  14.97240
   1.22592   3.45162   2.78867
   9.02950   3.98153  10.93457
   2.86713   8.14241   2.75163
   5.49797   6.97677   2.63774
   3.00259   8.28028  16.95905
   1.13192   3.08636   6.36779
   4.10093   6.83825  12.44478
   5.90620   5.95848  18.02949
   2.88702   2.02068  11.06721
   3.92992   4.06416  14.87406
   7.84933   5.03018  14.15909
   0.95030   3.75351  15.04815
   6.98271   2.00008  12.05725
   4.79261   4.05789  10.22041
   4.06243   4.92528   6.47495
   1.02572   6.63174   6.03618
   1.28653   8.52921  20.13474
   6.02033   3.99629  10.79248
   0.00000   4.77437  15.96156
   1.01901   3.11039  11.32688
   3.99232   6.98792   9.94587
   5.88984   7.05964  18.12638
   8.97586   6.06466  18.92419
   7.78694   5.16115   7.21144
   3.05041   3.91940   8.11043
   0.00000   4.49164  11.98873
   0.00000   4.63851   3.99048
   8.96076   4.99830   8.12203
   1.62654   4.54202   1.90887
   4.99992   6.14332  15.96972
   1.16419   7.83574   5.09421
   1.01045   7.05509  13.88979
   1.94700   3.26356  12.19175
   3.84736   8.66936  14.23189
   2.06161   9.00445   9.42133
   5.01399   4.03105  13.31724
   2.96562   7.97112   5.85717
   4.14343   1.98815  17.56388
   7.51032   6.76927   4.87945
   3.89146   6.97637   8.78896
   5.74585   1.00285   8.88813
   0.00000   4.71985   9.03871
   0.00000   3.93829   5.07876
   3.06112   7.24825  17.00469
   4.07180   3.97046   5.34671
   2.97556   8.95447  17.94942
   2.94032   7.02038   4.55200
   4.83490   3.95892  16.13719
   4.78339   8.18706  19.22935
   1.06038   6.44443  19.43371
   0.96731   3.81054  14.90697
   3.93020   4.97303  19.56391
   6.93770   4.97248   4.05499
   7.19703   7.32430  11.47782
   0.00000   3.95713   4.82511
   0.00000   4.57336  20.03478
   4.46322   7.97238  14.45736
   1.97181   6.84823  14.78563
   3.58868   1.44879  11.76672
   4.99899   4.98210   4.95358
   7.05333   7.18988   6.22398
   1.76819   8.39616  10.41152
   5.81020   4.96061   2.21861
   4.95550   3.93013   6.04301
   3.04418   5.12522  10.43309
   2.04180   8.94542   9.12017
   7.03973   4.98365  11.66972
   5.07693   6.96549   5.76507
   0.00000   5.03121  10.01176
   0.97569   6.90102  13.92936
   0.00000   4.83625  12.92791
   5.33850   2.08831  18.68266
   5.97373   5.97822  14.29892
   0.00000   5.34849  14.84554
   2.05338   0.92690  12.13102
   4.42085   6.33888   0.61430
   6.95764   5.90603  11.79724
   1.96290   3.86068   5.88682
   0.00000   4.73936  11.06698
   4.98864   3.00306   4.45559
   8.93633   3.94756  15.91236
   0.86648   9.02039   6.65015
   8.07535   3.89484   5.82310
   0.00000   4.72350   9.03614
   3.94651   5.03008  11.09465
   2.88228   1.28266   9.80209
   1.91935   4.96561   7.05199
   2.06253   5.91605  15.03482
   5.80151   7.09824   6.27843
   7.86724   5.02696   8.95783
   2.31718   5.62137   8.60124
   6.82839   6.07549  17.36106
   7.04379   2.00436  12.10005
   2.03837   8.04800  19.86168
   0.00000   4.73450  16.04311
   4.16581   5.95792   5.86194
   0.00000   4.59318   4.45451
   4.99446   5.00219   8.93744
   3.58371   6.98648   4.64556
   0.00000   5.41531  15.01557
   3.00921   6.81524   4.01999
   0.00000   4.76497  16.01844
   5.01584   5.89177   5.89296
   5.88782   6.04334  14.20863
   1.88524   5.02108  14.26119
   2.97145   8.94835  13.84864
   4.96135   7.03157  11.04867
   5.09832   4.02271  11.89920
   2.88570   4.91106   4.92610
   4.81174   5.99224   5.05177
   0.00000   4.80518  10.93420
   7.83278   4.01463  16.82248
   2.19829   7.93326   7.01976
   0.00000   4.54683  19.03837
   0.95126   7.53987  14.77512
   1.78376   4.81218   2.28084
   2.92192   5.96730  17.67165
   7.93114   5.07096  12.46472
   4.96117   4.97470   6.51538
   2.85585   4.99937   9.93232
   0.89987   4.02308  14.77369
   7.96120   6.03109   3.14677
   3.01241   5.03561  19.01948
   7.92560   4.89934  16.46332
   1.04721   3.08810  12.06056
   3.08967   2.77107   5.72816
   0.00000   4.76497  16.01844
   1.06154   3.66272   7.05564
   6.16250   7.02266   5.93297
   0.94487   1.59030  20.00888
   5.02056   5.94901   9.62699
   0.98285   4.16602  11.84951
   4.94094   4.96046   6.03197
   2.07386   0.98604  12.98831
   7.00104   5.00952  15.80226
   0.94454   7.93868  10.82074
   2.86812   6.88885   4.17995
   0.91117   7.65031  14.69607
   7.94147   4.01320  11.14110
   2.08841   8.96952  17.09820
   5.96551   2.87855  15.48152
   6.95315   2.94659   9.45348
   1.07531   8.86464  16.09072
   1.00897   2.83798   7.26757
   4.05686   5.95667  18.01938
   0.00000   4.83823   3.89176
   8.90820   3.95207   7.48692
   0.00000   4.81599  13.04900
   2.07122   4.96035  16.33463
   0.00000   4.49962  11.87832
   4.91537   2.18727   8.41719
   1.06530   8.86162  16.10274
   0.00000   4.57336  20.03478
   7.40631   7.69703  14.94450
   3.92648   1.07930  15.19620
   2.03000   7.94924   8.87656
   1.02986   2.06176  11.06381
   3.14682   3.95986  12.07375
   0.00000   4.81503  10.91249
   0.00000   4.18440   8.03112
   1.08604   6.74423  19.89767
   0.00000   4.79374   2.43898
   8.98882   5.96284  19.07976
   9.00772   4.97263  17.95004
   7.98236   3.01468  13.87575
   8.05025   6.94980   4.98055
   4.97633   3.04431   9.43406
   8.94482   4.97660   7.88970
   2.97771   1.90660   6.59908
   4.93551   0.95894  17.37312
   2.96113   8.91748  16.20494
   4.13431   1.05508  16.10177
   7.77449   5.15693   7.57554
   4.98362   6.00025  16.94316
   4.02651   7.12601  10.03957
   0.96078   6.84487  11.99990
   0.00000   4.83510  10.72080
   7.22736   7.10995   3.91121
   8.99072   5.03003  17.02182
   5.90953   8.99648  17.47064
   2.94816   1.04998  18.41573
   1.96987   8.06023  11.10102
   2.07297   3.15582   5.25193
   2.00836   3.04236  14.07971
   8.10879   5.90064  10.65719
   6.01939   8.99633  16.98630
   5.01631   1.06107  16.99951
   4.95906   4.96845  16.00896
   2.93142   3.31206  10.95156
   2.94935   3.96672  14.02982
   6.03378   6.00363  15.88977
   5.19564   3.00818   7.63277
   7.01215   6.78857   4.81162
   0.00000   4.17974   8.04822
   8.95873   5.05648   5.83963
   7.90607   6.99988   5.74318
   6.93312   6.09780  17.49293
   0.00000   4.59806  19.94301
   6.06260   8.93327  12.19743
   1.97797   4.08689  17.85625
   1.08712   5.11214  13.29393
   2.92144   2.04183  10.94326
   4.93531   3.90199   6.26520
   1.98002   2.10686  14.76575
   0.00000   5.03069   9.90970
   2.02203   8.97897  19.70329
   3.95459   4.01820  19.56391
   2.84037   2.15266  10.81826
   0.00000   4.78207  10.97123
   3.07959   4.00309  17.99345
   6.96631   3.13704   6.84963
   7.95975   5.00944  12.34343
   7.98023   2.99955  15.95311
   6.04340   3.94112   5.66702
   5.87701   5.92814  14.87653
   8.97605   6.03686  13.28980
   2.05898   3.31978   5.43306
   0.00000   4.68557  13.91059
   8.83961   5.91927   4.71523
   3.03211   7.00143  17.03219
   1.01110   3.16598  10.40768
   0.00000   4.63551  16.16630
   6.88273   2.97780  19.10631
   0.98754   8.04545   7.61454
   3.03078   7.88484  16.66851
   7.05896   2.07514  11.13260
   5.08016   3.01140   9.01877
   8.92329   4.01254  14.16535
   6.99065   2.00280  17.70973
   1.92601   3.35992   5.98376
   4.06835   1.13151  14.12448
   5.80889   2.01561  11.81487
   2.00046   4.98080  14.18164
   8.90057   7.97865  11.44517
   1.01474   1.99117  13.00491
   7.20634   1.89688  17.42675
   2.10038   5.71601   8.38235
   8.87546   5.99529   4.17452
   4.06647   0.96641  16.30228
   5.98323   6.97062  10.38004
   6.92091   4.00889  11.08581
   0.00000   5.02231   9.92250
   3.04199   1.98403  15.81714
   3.91149   5.01151  18.15389
   3.00561   8.96249  16.98864
   1.89105   4.18345   8.17513
   2.97534   9.03198  14.78865
   6.87326   5.00585  19.75877
   1.89530   6.09083   9.95607
   0.95800   8.17251  10.90873
   5.40233   7.74592  11.19745
   2.99731   2.96916   6.00673
   0.81643   4.23865   1.35827
   0.00000   4.32161  18.00173
   4.96695   5.02217   5.18831
   0.00000   4.69456   8.95822
   5.90751   5.01458  11.98231
   0.00000   5.02285  10.01599
   5.00257   3.01711   9.38962
   6.06621   6.05022  16.10442
   3.89675   3.01385  17.32647
   3.69318   8.77039  10.23202
   3.00060   3.08403  11.88305
   0.00000   4.97528   4.13348
   0.94163   6.89846  14.00762
   0.99524   3.00568  18.94317
   4.03697   0.96183  17.62220
   0.00000   4.81284  10.87619
   2.03342   8.06025  16.23988
   1.95409   9.12223  11.37539
   0.00000   4.80403  13.14329
   2.99355   0.99853  11.75628
   5.94915   6.08071  14.58161
   0.00000   4.31156  18.00266
   2.06912   1.92689  12.87799
   5.85200   3.02813   7.33820
   5.78878   7.30683   4.16886
   1.96368   6.05787  10.25492
   3.64947   1.42025  19.25589
   0.00000   3.79799   1.92207
   4.85870   6.03960   3.82338
   4.00358   5.98327   5.46027
   5.01344   5.86477   2.94725
   8.96574   5.92449  15.29426
   2.98603   2.93684   5.86765
   0.00000   4.19865   7.92778
   8.97144   5.03778  14.53767
   3.01284   1.98224  15.71955
   0.00000   4.55363  20.09883
   6.03203   6.88902  10.39722
   1.02876   6.96962  15.31930
   2.04118   7.19024  13.41071
   5.07228   4.85954   6.38021
   2.94522   4.06953  14.21646
   0.00000   3.91704   5.09390
   3.97086   4.01863  16.49261
   4.09178   1.05687  16.02310
   5.96210   2.99246  11.64122
   0.99120   1.82856  12.87968
   5.25733   2.10638  18.55062
   7.04160   2.01330  13.72506
   8.03808   2.99717   9.99401
   5.07714   5.90303   4.65869
   5.91598   3.04179   5.24526
   5.01930   2.17215   7.93788
   8.86990   6.17467   5.32671
   7.81255   5.99491  14.03426
   6.03904   3.98166   7.59753
   4.42355   8.13614  13.83301
   2.03847   7.44679   4.45769
   0.00000   5.35265  14.84492
   4.01450   3.95074  20.01331
   2.52154   4.08507   2.89719
   3.93396   0.96978  16.27448
   6.97807   6.96786  19.69805
   3.02404   3.93584  15.86229
   0.96626   1.09090  19.09860
   0.00000   4.60412  19.93717
   0.00000   4.16708   7.76922
   1.86325   6.02355  10.06645
   1.99332   7.01823  12.29442
   0.00000   4.77841   9.11606
   2.12735   8.73497  13.83261
   8.92035   4.98627  15.26473
   0.98623   3.75446   6.92689
   1.95082   7.04235  17.94947
   3.83614   5.01446   8.74506
   3.00439   3.91859  14.96948
   0.00000   3.87344   4.95506
   9.02042   4.94027   9.99794
   2.52068   8.86123  12.65881
   0.00000   4.81644  15.95258
   2.95787   6.98603   4.56165
   0.00000   4.81676  13.06570
   4.49305   6.40588   1.01281
   6.91428   6.03783  18.02697
   2.00624   5.97787  10.13321
   7.02697   4.00624  19.36189
   2.25596   5.67637   8.79403
   2.26527   5.65090   8.74840
   3.96709   0.95758  16.30976
   5.94185   7.02952   6.05786
   4.98086   7.07508  18.09688
   1.97125   7.94032   8.78623
   7.05378   3.13786  18.81765
   6.95092   4.99802   9.80145
   1.99238   3.12240  14.12430
   1.98434   1.98781  16.14216
   4.96782   7.01924   9.06961
   6.39838   7.08821   4.81143
   0.00000   4.71379   8.95653
   2.23475   5.91771  14.04090
   5.29111   8.01602  11.94771
   0.00000   4.81648  13.09390
   4.01093   4.02475  11.39383
   5.94930   4.97303   9.86270
   7.95036   5.98657   8.83540
   0.00000   4.75557  11.08535
   4.88223   9.35977  13.06889
   6.02254   9.02332  17.77786
   0.00000   3.91561   4.98410
   1.01169   8.18046  19.08723
   4.05037   0.96757  15.34090
   2.96501   4.00599  19.14538
   5.96119   1.94776  14.68855
   5.00582   5.77979   5.26170
   8.86834   6.14217   5.25100
   3.02486   8.95611  17.83273
   1.06466   1.58280  20.06026
   1.07167   5.11463  17.96257
   0.90588   7.24384   7.84031
   8.03910   5.96591  10.79735
   2.13941   8.77242  13.73454
   0.98538   2.10678   8.12293
   3.87768   4.09298  11.83387
   6.27689   7.14903   4.90864
   0.99952   1.04402  16.93195
   0.00000   4.32212  17.96815
   9.02243   4.96362   7.83740
   1.94383   6.10228  10.15343
   9.00474   6.00689   9.16222
   4.04131   5.98829  13.87355
   8.01143   3.02657  17.89312
   0.00000   4.84929  15.91852
   2.07892   5.97679  13.94254
   4.12160   9.11055  18.95242
   4.03264   5.90365  11.44211
   0.00000   4.81337  10.91336
   0.00000   4.32525   6.96594
   8.85496   4.95368  13.10032
   0.00000   4.81820  13.02641
   0.00000   4.67174  16.10390
   6.91991   4.92237   5.62336
   2.09389   8.99529  19.37211
   4.98853   3.91927  18.37375
   3.96239   6.99873   6.14567
   5.63669   7.36327   4.19819
   3.92138   4.05197  16.29273
   2.98545   1.06360  12.26573
   4.09930   6.00199   5.38187
   0.00000   4.73945  11.08653
   8.86751   6.55297  14.84690
   5.63736   7.94521   3.86940
   5.94243   6.93870   9.82090
   0.00000   4.34650  17.93376
   0.00000   4.69202   8.90238
   7.98420   1.94431  19.47204
   1.91485   6.03257  10.24549
   2.04040   8.96979  19.92567
   2.88017   4.10724   9.36851
   5.01665   8.01667  19.11744
   0.00000   4.35937  18.21117
   5.02406   5.99545   9.49243
   6.08488   2.94277  16.88243
   2.79297   5.12118   9.83648
   8.09908   3.94317   7.25749
   8.03843   3.02534  19.21141
   8.96981   5.00091  15.09994
   8.93376   3.99509   9.46850
   8.90809   8.02025  11.66773
   1.93273   6.04845   8.18579
   1.23706   7.66162   4.78873
   3.03514   1.94799   9.64974
   5.94729   6.01747   8.85585
   2.97315   4.10909  12.11436
   2.07801   5.76998   8.69408
   3.94424   4.04401  15.29196
   6.85381   4.93344  10.44629
   2.06702   6.92434  16.95439
   7.00766   6.03390   5.93212
   0.00000   4.17394   8.04475
   1.96207   3.60623   7.78778
   5.02612   6.93159   8.78075
   1.01331   1.04373  16.84874
   1.99360   4.96176  19.45838
   8.99819   3.91877  15.88776
   4.91580   6.91746   8.98192
   6.14052   4.98303   3.50788
   0.00000   4.52385  20.05325
   3.00653   5.35836   2.28122
   1.81776   6.73137   3.34048
   4.03139   1.03331  16.17225
   8.97502   5.98849  10.77171
   8.97548   2.95940  15.38103
   0.00000   3.86644   4.96333
   0.00000   5.42815  15.08431
   2.12278   1.71506  19.43742
   0.00000   5.00079   9.95196
   8.92581   5.97957  17.52708
   0.99555   9.01574  16.83412
   1.02258   7.80889  20.03420
   4.99339   5.12897   4.35836
   4.97593   7.97586  18.95936
   0.00000   4.03462   4.96386
   6.06417   6.04193  16.16497
   6.94747   4.01460   3.97198
   3.03768   7.02296  19.16957
   2.44785   8.86206   9.62700
   2.07254   8.67576   4.69363
   1.20239   8.05815   8.58976
   0.00000   4.81177  10.84940
   0.00000   4.51666  20.07780
   0.00000   4.68061   8.96980
   4.98728   2.96854  11.87391
   1.16123   3.95300  14.03462
   5.93793   5.89931  19.76567
   8.96110   5.00743  15.70247
   9.02927   4.98136   9.86588
   0.00000   4.93641   1.53138
   4.84646   8.05418  19.32810
   8.89841   4.99067  15.32804
   7.47903   7.97902  17.01120
   1.96220   6.00221  10.20802
   1.04688   5.10929  12.21849
   5.01702   4.13193   3.05185
   5.13146   8.17209  10.50268
   4.17744   2.03799  17.13645
   3.04647   4.01175  12.24034
   0.00000   3.96049   5.14445
   8.91759   2.91741  15.48238
   3.08530   3.03226  19.93609
   0.00000   4.01817   5.02494
   8.01557   3.90736  15.83147
   0.00000   3.89830   5.10096
   2.86648   3.31335  11.74617
   6.96492   5.98581  16.19561
   6.09791   3.97957  10.51251
   0.92487   7.13013   8.19008
   5.09541   7.87114   4.07569
   0.00000   4.33544  18.13357
   5.95395   2.97689  16.90735
   3.97777   7.13174   9.91956
   0.98775   4.01685  20.16969
   1.01300   3.95922  14.01297
   0.85878   7.32198   5.82548
   4.95434   6.04960  16.43291
   8.88575   5.02954  15.31863
   0.00000   5.40309  14.94313
   9.00456   5.97475   7.81760
   0.00000   4.81084  10.90186
   0.00000   3.96985   4.94268
   3.10569   1.88318   5.92553
   5.07788   5.83541  17.00689
   4.96255   6.98475  10.86523
   0.00000   4.76093  11.06376
   6.76452   7.81130  12.63909
   7.90364   4.96685  16.95155
   4.20706   1.15075  16.43042
   3.00465   1.00033  18.32382
   8.27332   2.96347  10.64561
   9.01312   3.97253  20.15833
   6.12888   2.10322  20.22370
   0.00000   4.56683  19.04834
   2.08049   7.91927  19.17882
   7.07219   5.98578   5.92746
   0.00000   4.52504  12.08366
   6.07357   4.07003   4.94068
   1.39611   8.22297  13.92026
   7.95918   4.01448  13.93941
   8.00212   5.00632  18.99672
   6.95856   2.95220  19.65773
   5.99263   3.97849  12.84345
   5.93618   4.01579  17.34914
   5.94406   4.96794  13.96369
   2.02187   3.06688   5.04323
   7.97528   6.05687   5.24412
   4.99364   6.92350  14.82225
   5.99259   3.99270   4.95715
   0.00000   4.72643   9.02340
   5.81672   6.95132  13.71990
   8.87390   4.95422  12.92768
   4.95299   6.00593   9.92118
   8.05085   3.17221   7.72112
   8.05857   5.96346  13.81822
   9.04415   5.01478  17.93150
   4.95573   2.03289   9.25909
   0.00000   5.42855  15.03410
   3.09822   1.87288   6.01799
   1.07256   6.76732   9.90825
   8.99434   5.95333  15.41947
   7.01561   4.02026  16.23902
   7.95356   4.00377   9.08855
   0.90349   5.96180   9.85087
   4.88919   6.13083  16.00672
   3.00119   4.04923  15.18028
